Tag,Count
"('name', 'Ngõ 1 Tạ Quang Bửu')",5
"('name', 'Đường Số 1')",5
"('name', 'Ngõ 461 Trần Khát Chân')",5
"('name', 'Ngõ Tân Lập')",5
"('name', 'Ngõ Hòa Bình 6')",5
"('name', 'Ngõ 186 Phố Hồng Mai')",5
"('name', 'Ngõ 296 Phố Minh Khai')",5
"('name', 'Ngách 204/3')",5
"('name', 'Ngõ 44 Phố Võ Thị Sáu')",5
"('name', 'Ngõ 164 Hồng Mai')",4
"('name', 'Ngõ 153 Phố Thanh Nhàn')",4
"('destination:street', 'Phố Kim Ngưu')",4
"('name', 'Ngõ 252')",4
"('name', 'Ngõ 101 Thanh Nhàn')",4
"('name', 'Ngõ 30 Tạ Quang Bửu')",4
"('name', 'Ngách 14 Ngõ 156 Phố Hồng Mai')",4
"('name', 'Ngõ 37 Hồng Mai')",3
"('name', 'Ngõ 433 Bạch Mai')",3
"('name', 'Ngõ 506 Bạch Mai')",3
"('name', 'Ngõ 269')",3
"('name', 'Ngõ 84 Phố Võ Thị Sáu')",3
"('man_made', 'bridge')",3
"('name', 'Ngõ 250 Kim Ngưu')",3
"('button_operated', 'yes')",3
"('name', 'Đường Số 2 Times City')",2
"('name', 'Ngõ 19 Phố Hồng Mai')",2
"('name', 'Phố Quỳnh Mai')",2
"('name', 'Ngõ 27 Tạ Quang Bửu')",2
"('name', 'Ngõ 159')",2
"('access', 'private')",2
"('name', 'Ngõ 15 Tạ Quang Bửu')",2
"('name', 'Ngõ 16 phố Tạ Quang Bửu')",2
"('name', 'Ngõ 216')",2
"('wikidata', 'Q10779495')",1
"('handrail', 'yes')",1
"('addr:housenumber', '458')",1
"('surface', 'metal')",1
"('addr:postcode', '100000')",1
"('addr:street', 'Phố Minh Khai')",1
"('addr:subdistrict', 'Vĩnh Tuy')",1
"('landuse', 'residential')",1
"('name', 'Vinhomes Times City')",1
"('operator', 'Vingroup')",1
"('residential', 'apartments')",1
"('name', 'Ngõ 29 Hồng Mai')",1
"('fixme', 'New pedestrian bridge, position might be wrong')",1
"('wikimedia_commons', 'Category:Times City')",1
"('incline', 'down')",1
"('wikipedia', 'vi:Vinhomes Times City')",1
"('name', 'Ngõ 9 Quỳnh Lôi')",1
"('name', 'Ngách 295/75')",1
"('crossing:markings', 'yes')",1
"('name', 'Trường Tiểu học Bạch Mai')",1
"('grades', '1-5')",1
"('name', 'Ngõ Giếng Mứt')",1
"('amenity', 'school')",1
"('name', 'Ngách 295/85')",1
