Tag,Count
"('name:zh', '大学联通道')",1
"('name', 'Lorong Kilat')",1
"('turn:lanes', 'none|through|through|through')",1
"('name', 'Upper Bukit Timah View')",1
"('note', 'railing also mapped sep.')",1
"('destination', 'Ayer Rajah Expressway')",1
"('turn:lanes', 'left|through')",1
"('name', 'College Link way')",1
"('name', 'Prince Philip Avenue')",1
"('turn:lanes', 'left|left;through|through|through|through')",1
"('name', 'Faber Peak')",1
"('building:part', 'yes')",1
"('image', 'https://images.mapillary.com/6_NPHRUTUiYOgkj6KEsCVA/thumb-2048.jpg')",1
"('mapillary', '497586764928338')",1
"('name', 'Jewel Box')",1
"('building', 'public')",1
"('image', 'https://images.mapillary.com/nzyIwrFOd4atZwbSNlx4bg/thumb-2048.jpg')",1
"('mapillary', '469148464366046')",1
"('name:zh', '花柏山顶')",1
"('destination', 'PIE (Changi);AYE')",1
"('name:zh', '文礼大道')",1
"('name', 'Boon Lay Way')",1
"('destination', 'Toh Tuck Avenue')",1
"('amenity', 'toilets')",1
"('mapillary', '2790270507950850')",1
"('image', 'https://images.mapillary.com/KyiEFm2tE3RxFP7NYDZVEw/thumb-2048.jpg')",1
"('mapillary', '945789052834202')",1
"('image', 'https://images.mapillary.com/7q4d0uWhSm5AiRmcoz9F1w/thumb-2048.jpg')",1
